CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
758504977,25,MANHATTAN,11/30/2016,8:00:00,11/30/2016,18:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO MAN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",PUBLIC BUILDING,4/12/2018,,25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,M,1001797,232216,40.80404601,-73.9366201,"(40.804046007, -73.936620103)"
111626507,109,QUEENS,12/1/2016,0:00:00,5/8/2018,15:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO QUEENS NORTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,6/19/2018,,,,,,25-44,WHITE HISPANIC,M,1035598,222922,40.77840476,-73.81459913,"(40.778404755, -73.814599134)"
657237173,103,QUEENS,12/1/2016,10:00:00,6/5/2018,0:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,121,FELONY,INSIDE,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO QUEENS SOUTH,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE - APT. HOUSE,6/12/2018,,,,,,UNKNOWN,UNKNOWN,D,1042966,194187,40.69948866,-73.78824639,"(40.699488655, -73.788246386)"
620172690,25,MANHATTAN,12/1/2016,0:01:00,12/24/2016,23:59:00,COMPLETED,LINCOLN,645,2,N.Y. HOUSING POLICE,104,FELONY,INSIDE,RAPE,,PATROL BORO MAN NORTH,155,RAPE 2,RESIDENCE - PUBLIC HOUSING,5/8/2018,,18-24,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1000555,230994,40.80069433,-73.94110929,"(40.800694331, -73.941109286)"
168057292,105,QUEENS,12/1/2016,21:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO QUEENS SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,4/11/2018,,25-44,ASIAN/PAC.ISL,M,,25-44,ASIAN/PAC.ISL,F,1058135,202746,40.72286733,-73.73344685,"(40.722867325, -73.733446848)"
655973102,46,BRONX,12/1/2016,17:00:00,12/1/2016,17:10:00,COMPLETED,,,0,N.Y. POLICE DEPT,113,FELONY,INSIDE,FORGERY,,PATROL BORO BRONX,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",RESIDENCE - APT. HOUSE,4/5/2018,,UNKNOWN,UNKNOWN,U,,25-44,BLACK,M,1009197,248050,40.84748802,-73.90983178,"(40.847488022, -73.90983178)"
164298020,46,BRONX,12/1/2016,23:00:00,3/25/2018,22:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,3/26/2018,,25-44,BLACK,F,,45-64,BLACK,F,1009801,248501,40.84872416,-73.90764694,"(40.848724157, -73.907646935)"
179390309,67,BROOKLYN,12/1/2016,10:00:00,1/7/2018,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,3/23/2018,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,999809,172040,40.6388812,-73.94394004,"(40.638881198, -73.943940035)"
723730997,23,MANHATTAN,12/1/2016,9:00:00,,,COMPLETED,JOHNSON,634,2,N.Y. HOUSING POLICE,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO MAN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - PUBLIC HOUSING,3/19/2018,,,,,,25-44,WHITE HISPANIC,F,1000102,229680,40.79708858,-73.94274858,"(40.797088584, -73.94274858)"
913879880,28,MANHATTAN,12/1/2016,20:53:00,,,COMPLETED,,,1,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,3/16/2018,125 STREET,,,,3,UNKNOWN,UNKNOWN,E,999342,233575,40.80778062,-73.94548473,"(40.807780622, -73.945484727)"
524446698,112,QUEENS,12/1/2016,12:00:00,2/1/2018,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO QUEENS NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,3/12/2018,,,,,,65+,WHITE,F,1024259,203076,40.72399117,-73.85565887,"(40.723991165, -73.855658871)"
388970644,1,MANHATTAN,12/1/2016,10:00:00,12/22/2017,10:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,443,"LARCENY,GRAND OF BICYCLE",RESIDENCE - APT. HOUSE,3/4/2018,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,982733,198432,40.71133484,-74.00547337,"(40.711334838, -74.005473365)"
745443017,70,BROOKLYN,12/1/2016,15:00:00,2/17/2018,15:05:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,2/21/2018,,45-64,BLACK,M,,45-64,BLACK,F,995182,177369,40.65351507,-73.96060317,"(40.653515072, -73.960603171)"
265320114,75,BROOKLYN,12/1/2016,12:00:00,2/21/2018,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO BKLYN NORTH,303,"LARCENY,PETIT BY CHECK USE",RESIDENCE - APT. HOUSE,2/21/2018,,,,,,25-44,WHITE HISPANIC,M,1017293,188482,40.68396286,-73.88086205,"(40.683962858, -73.880862051)"
811735097,77,BROOKLYN,12/1/2016,10:00:00,6/1/2017,10:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,,THEFT-FRAUD,,PATROL BORO BKLYN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,2/5/2018,,,,,,25-44,BLACK,F,999335,186086,40.6774352,-73.94561651,"(40.677435201, -73.945616509)"
958556764,33,MANHATTAN,12/1/2016,9:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO MAN NORTH,338,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,2/5/2018,,,,,,65+,BLACK,F,999911,242928,40.83345098,-73.94340751,"(40.833450977, -73.943407506)"
917378161,50,BRONX,12/2/2016,12:00:00,5/25/2018,14:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,5/30/2018,,,,,,25-44,WHITE HISPANIC,M,1009986,264406,40.89237796,-73.90691716,"(40.892377963, -73.906917163)"
354642388,63,BROOKLYN,12/3/2016,0:00:00,12/31/2017,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE-HOUSE,1/16/2018,,,,,,25-44,WHITE,F,1002405,162708,40.61326188,-73.93461136,"(40.613261879, -73.93461136)"
152861912,75,BROOKLYN,12/4/2016,14:00:00,12/15/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,,PETIT LARCENY,,PATROL BORO BKLYN NORTH,347,PETIT LARCENY-CHECK FROM MAILB,MAILBOX OUTSIDE,5/8/2018,,UNKNOWN,UNKNOWN,U,,65+,BLACK,M,1019779,185370,40.6754115,-73.87191498,"(40.675411501, -73.87191498)"
948788825,75,BROOKLYN,12/4/2016,21:47:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,1/23/2018,,UNKNOWN,BLACK,M,,25-44,UNKNOWN,F,1019478,189846,40.6876983,-73.87297672,"(40.687698296, -73.872976723)"
241326953,72,BROOKLYN,12/5/2016,0:01:00,3/13/2018,19:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO BKLYN SOUTH,157,RAPE 1,RESIDENCE-HOUSE,6/1/2018,,45-64,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,983964,179071,40.65819343,-74.00103224,"(40.658193432, -74.001032243)"
744548390,25,MANHATTAN,12/5/2016,14:00:00,12/5/2016,14:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO MAN NORTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",PUBLIC BUILDING,5/3/2018,,25-44,BLACK,M,,UNKNOWN,UNKNOWN,D,1001797,232216,40.80404601,-73.9366201,"(40.804046007, -73.936620103)"
278114175,18,MANHATTAN,12/5/2016,16:30:00,1/25/2018,16:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO MAN SOUTH,639,AGGRAVATED HARASSMENT 2,COMMERCIAL BUILDING,1/30/2018,,UNKNOWN,WHITE,M,,UNKNOWN,UNKNOWN,M,989741,215196,40.75734632,-73.98018137,"(40.757346324, -73.980181368)"
675732408,40,BRONX,12/6/2016,19:48:00,,,COMPLETED,,,1,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,4/9/2018,3 AVENUE-149 STREET,,,,12,UNKNOWN,UNKNOWN,E,1007034,236608,40.81608887,-73.91768869,"(40.816088874, -73.917688689)"
909634883,48,BRONX,12/7/2016,12:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,6/26/2018,,18-24,WHITE,M,,18-24,WHITE,F,1014176,251252,40.85626109,-73.89182116,"(40.856261086, -73.89182116)"
596043513,19,MANHATTAN,12/7/2016,10:00:00,1/18/2018,18:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,407,"LARCENY,GRAND BY DISHONEST EMP",DOCTOR/DENTIST OFFICE,2/23/2018,,25-44,BLACK,F,,UNKNOWN,UNKNOWN,D,993538,217312,40.76315103,-73.96647296,"(40.763151029, -73.966472956)"
197481033,114,QUEENS,12/7/2016,12:00:00,1/10/2018,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO QUEENS NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,2/15/2018,,UNKNOWN,UNKNOWN,U,,25-44,ASIAN/PAC.ISL,M,1003297,216348,40.76048946,-73.93124696,"(40.76048946, -73.931246955)"
208392235,75,BROOKLYN,12/7/2016,17:30:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO BKLYN NORTH,338,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE-HOUSE,1/16/2018,,18-24,BLACK,F,,25-44,BLACK,F,1019908,184675,40.67350337,-73.8714536,"(40.673503366, -73.871453598)"
798724424,61,BROOKLYN,12/8/2016,12:00:00,1/28/2018,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BKLYN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,2/5/2018,,65+,WHITE,F,,65+,WHITE,F,1000285,156787,40.59701403,-73.94226116,"(40.597014032, -73.94226116)"
478321999,48,BRONX,12/8/2016,1:00:00,12/8/2017,2:02:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101,ASSAULT 3,STREET,1/17/2018,,UNKNOWN,BLACK,M,,25-44,BLACK,M,1013624,252247,40.85899392,-73.89381224,"(40.858993916, -73.893812237)"
731789060,49,BRONX,12/9/2016,13:55:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",STREET,2/13/2018,,25-44,BLACK HISPANIC,M,,25-44,WHITE HISPANIC,M,1027434,251387,40.85657673,-73.84389368,"(40.856576728, -73.843893678)"
211956246,71,BROOKLYN,12/9/2016,5:42:00,12/9/2016,12:00:00,ATTEMPTED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO BKLYN SOUTH,159,"RAPE 1,ATTEMPT",RESIDENCE - APT. HOUSE,2/1/2018,,UNKNOWN,BLACK,F,,25-44,BLACK,F,998749,181383,40.6645275,-73.94773929,"(40.664527498, -73.947739291)"
440385914,71,BROOKLYN,12/9/2016,5:42:00,12/9/2016,12:00:00,ATTEMPTED,,,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,,PATROL BORO BKLYN SOUTH,159,"RAPE 1,ATTEMPT",RESIDENCE - APT. HOUSE,2/1/2018,,45-64,BLACK,M,,25-44,BLACK,F,998749,181383,40.6645275,-73.94773929,"(40.664527498, -73.947739291)"
379109919,109,QUEENS,12/10/2016,9:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE - APT. HOUSE,2/7/2018,,,,,,65+,ASIAN/PAC.ISL,F,1033369,214646,40.75570199,-73.82270785,"(40.755701989, -73.822707845)"
176157547,71,BROOKLYN,12/10/2016,21:00:00,12/11/2016,2:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,105,FELONY,INSIDE,ROBBERY,,PATROL BORO BKLYN SOUTH,389,"ROBBERY,DWELLING",RESIDENCE-HOUSE,1/14/2018,,18-24,BLACK,F,,18-24,BLACK,F,1003742,182918,40.66873115,-73.92973742,"(40.668731148, -73.929737415)"
688554160,40,BRONX,12/11/2016,12:00:00,5/7/2018,15:22:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,5/7/2018,,UNKNOWN,WHITE,M,,25-44,WHITE,F,1008317,238811,40.82213209,-73.91304564,"(40.822132085, -73.913045641)"
188655512,83,BROOKLYN,12/11/2016,21:00:00,11/11/2017,21:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,168,SODOMY 1,RESIDENCE - APT. HOUSE,1/17/2018,,25-44,BLACK,M,,25-44,ASIAN/PAC.ISL,F,1006965,193571,40.69796352,-73.91808336,"(40.697963515, -73.918083362)"
945860965,14,MANHATTAN,12/12/2016,0:00:00,3/31/2017,23:59:00,COMPLETED,,,3,PORT AUTHORITY,115,FELONY,INSIDE,PROSTITUTION & RELATED OFFENSES,,PATROL BORO MAN SOUTH,586,SEX TRAFFICKING,BUS TERMINAL,4/18/2018,,45-64,BLACK,M,,UNKNOWN,UNKNOWN,E,985679,213954,40.75393894,-73.99484366,"(40.753938938, -73.994843655)"
113015408,40,BRONX,12/12/2016,0:01:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,2/19/2018,,UNKNOWN,UNKNOWN,U,,25-44,UNKNOWN,M,1009648,236421,40.81556848,-73.90824569,"(40.815568483, -73.90824569)"
482519061,60,BROOKLYN,12/12/2016,9:00:00,1/17/2018,9:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,2/1/2018,,,,,,65+,WHITE,M,995004,149389,40.57671597,-73.96128923,"(40.576715974, -73.961289231)"
321265647,42,BRONX,12/13/2016,23:00:00,11/1/2017,14:40:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,3/1/2018,,,,,,25-44,BLACK,F,1010713,240858,40.82774366,-73.90438065,"(40.827743663, -73.904380654)"
972004859,47,BRONX,12/14/2016,12:00:00,6/27/2018,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,6/27/2018,,,,,,45-64,BLACK,F,1023551,263366,40.88947351,-73.85786022,"(40.889473505, -73.857860217)"
900277888,105,QUEENS,12/15/2016,13:00:00,5/23/2018,14:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,FRONT OF,THEFT-FRAUD,,PATROL BORO QUEENS SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,5/30/2018,,,,,,65+,BLACK,F,1057910,187331,40.68055883,-73.73442718,"(40.680558825, -73.734427175)"
461647798,123,STATEN ISLAND,12/15/2016,12:00:00,3/2/2018,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO STATEN ISLAND,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE-HOUSE,3/12/2018,,,,,,45-64,WHITE,F,929958,138634,40.54703592,-74.19535491,"(40.547035915, -74.19535491)"
933649483,106,QUEENS,12/16/2016,12:00:00,12/30/2016,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS SOUTH,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,4/24/2018,,,,,,45-64,ASIAN/PAC.ISL,M,1036889,188412,40.68367588,-73.8102077,"(40.68367588, -73.810207704)"
955658324,61,BROOKLYN,12/18/2016,20:30:00,12/18/2016,20:40:00,COMPLETED,,,0,N.Y. POLICE DEPT,106,FELONY,,FELONY ASSAULT,,PATROL BORO BKLYN SOUTH,105,STRANGULATION 1ST,STREET,4/26/2018,,25-44,WHITE,M,,25-44,WHITE,F,991411,154271,40.59011973,-73.97421813,"(40.590119728, -73.974218126)"
589667703,28,MANHATTAN,12/18/2016,17:35:00,,,COMPLETED,,,1,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN NORTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,3/16/2018,125 STREET,,,,3,UNKNOWN,UNKNOWN,E,999342,233575,40.80778062,-73.94548473,"(40.807780622, -73.945484727)"
246954864,105,QUEENS,12/19/2016,15:01:00,12/29/2016,15:01:00,COMPLETED,,,0,N.Y. POLICE DEPT,125,FELONY,INSIDE,NYS LAWS-UNCLASSIFIED FELONY,,PATROL BORO QUEENS SOUTH,847,"NY STATE LAWS,UNCLASSIFIED FEL",RESIDENCE - APT. HOUSE,4/16/2018,,25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,1056506,200745,40.71738854,-73.73934523,"(40.717388541, -73.739345228)"
775120794,34,MANHATTAN,12/20/2016,0:01:00,12/20/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO MAN NORTH,170,"SEXUAL MISCONDUCT,INTERCOURSE",RESIDENCE - APT. HOUSE,3/20/2018,,18-24,WHITE HISPANIC,M,,<18,BLACK HISPANIC,F,1002106,249501,40.85148777,-73.93545797,"(40.851487774, -73.935457967)"
584037993,6,MANHATTAN,12/22/2016,14:00:00,1/5/2017,9:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,,GRAND LARCENY,,PATROL BORO MAN SOUTH,437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT",STREET,3/29/2018,,UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,984338,208351,40.73856022,-73.9996839,"(40.738560221, -73.999683896)"
251157106,45,BRONX,12/22/2016,9:00:00,,,ATTEMPTED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",BANK,2/27/2018,,UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1032140,242004,40.83079891,-73.8269488,"(40.830798914, -73.826948796)"
908012092,60,BROOKLYN,12/22/2016,7:00:00,1/16/2018,23:33:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,1/22/2018,,,,,,45-64,WHITE,M,994098,149862,40.57801532,-73.96454996,"(40.578015318, -73.964549958)"
796509162,34,MANHATTAN,12/23/2016,9:00:00,2/20/2018,10:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",RESIDENCE - APT. HOUSE,3/11/2018,,,,,,25-44,WHITE,M,1005317,255575,40.868152,-73.92383219,"(40.868151998, -73.923832188)"
288685114,83,BROOKLYN,12/25/2016,0:01:00,12/31/2016,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO BKLYN NORTH,177,SEXUAL ABUSE,OTHER,4/27/2018,,,,,,<18,BLACK,F,1006965,193571,40.69796352,-73.91808336,"(40.697963515, -73.918083362)"
151353262,107,QUEENS,12/25/2016,19:30:00,12/25/2016,20:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO QUEENS SOUTH,338,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,1/8/2018,,,,,,25-44,BLACK,F,1034573,198887,40.71244073,-73.81847992,"(40.712440728, -73.818479923)"
434208277,24,MANHATTAN,12/26/2016,0:01:00,4/11/2018,7:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",MAILBOX OUTSIDE,4/12/2018,,UNKNOWN,UNKNOWN,U,,45-64,UNKNOWN,F,993174,228016,40.79253107,-73.96777274,"(40.792531066, -73.967772735)"
519767678,7,MANHATTAN,12/26/2016,0:01:00,1/1/2017,0:01:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO MAN SOUTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",PARKING LOT/GARAGE (PUBLIC),1/11/2018,,,,,,UNKNOWN,UNKNOWN,E,988934,200565,40.71718831,-73.98310447,"(40.717188305, -73.983104465)"
609492572,49,BRONX,12/27/2016,17:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,1/3/2018,,25-44,BLACK,M,,25-44,BLACK,F,1022232,253427,40.86219982,-73.86268703,"(40.862199821, -73.862687028)"
900815763,115,QUEENS,12/28/2016,12:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,,PATROL BORO QUEENS NORTH,461,UNAUTHORIZED USE VEHICLE 2,RESIDENCE - APT. HOUSE,6/30/2018,,25-44,WHITE HISPANIC,F,,25-44,WHITE HISPANIC,M,1022101,213691,40.75313618,-73.86338466,"(40.753136176, -73.863384663)"
924586245,47,BRONX,12/28/2016,3:00:00,5/26/2017,0:46:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,1/16/2018,,UNKNOWN,WHITE HISPANIC,F,,18-24,WHITE HISPANIC,F,1030439,263921,40.89096344,-73.83294439,"(40.890963439, -73.832944385)"
809715786,14,MANHATTAN,12/30/2016,9:00:00,,10:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO MAN SOUTH,639,AGGRAVATED HARASSMENT 2,COMMERCIAL BUILDING,5/4/2018,,,,,,65+,WHITE,M,988926,211121,40.74616195,-73.98312599,"(40.746161946, -73.98312599)"
794363443,79,BROOKLYN,12/31/2016,0:01:00,3/21/2018,13:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,,PATROL BORO BKLYN NORTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,4/10/2018,,UNKNOWN,UNKNOWN,U,,18-24,BLACK,F,998396,192222,40.69427867,-73.94898894,"(40.694278669, -73.948988941)"
